abstract,paraphrase_abstract,Score (0-10),Jaccard Score,Cosine Score,Predicted Score
"A fully differential calculation in perturbative quantum chromodynamics is presented for the production of massive photon pairs at hadron colliders. All next-to-leading order perturbative contributions from quark-antiquark, gluon-(anti)quark, and gluon-gluon subprocesses are included, as well as all-orders resummation of initial-state gluon radiation valid at next-to-next-to-leading logarithmic accuracy. The region of phase space is specified in which the calculation is most reliable. Good agreement is demonstrated with data from the Fermilab Tevatron, and predictions are made for more detailed tests with CDF and DO data. Predictions are shown for distributions of diphoton pairs produced at the energy of the Large Hadron Collider (LHC). Distributions of the diphoton pairs from the decay of a Higgs boson are contrasted with those produced from QCD processes at the LHC, showing that enhanced sensitivity to the signal can be obtained with judicious selection of events.","A comprehensive study of massive photon pair production in perturbative quantum chromodynamics (QCD) has been performed, taking into account all relevant next-to-leading order perturbative contributions from various subprocesses, including quark-antiquark, gluon-(anti)quark, and gluon-gluon interactions. Additionally, an all-orders resummation of initial-state gluon radiation has been incorporated, ensuring high accuracy at next-to-next-to-leading logarithmic level. The calculated results have been found to be in good agreement with experimental data from the Fermilab Tevatron, and predictions have been made for further testing with CDF and DO data. Furthermore, predictions for diphoton pair production at the Large Hadron Collider (LHC) have been provided, allowing for a comparison between the signals of a hypothetical Higgs boson decay and QCD processes at the LHC. By carefully selecting event samples, the study demonstrates how the sensitivity to the Higgs boson signal can be improved.",9.0,0.363013698630137,0.9083171243102894,0.9991388916969299
"Let X be a simplicial complex on the vertex set V. The rational Leray number L(X) of X is the minimal d such that the rational reduced homology of any induced subcomplex of X vanishes in dimensions d and above. Let \\pi be a simplicial map from X to a simplex Y, such that the cardinality of the preimage of any point in |Y| is at most r. It is shown that L(\\pi(X)) \\leq r L(X)+r-1. One consequence is a topological extension of a Helly type result of Amenta.","Given a simplicial complex X on vertex set V, the rational Leray number L(X) represents the minimum dimension d for which the rational reduced homology of any induced subcomplex of X disappears in dimensions d and higher. Consider a simplicial map π from X to a simplex Y with the property that the preimage of each point in |Y| has at most r elements. Then, we have L(π(X)) ≤ rL(X) + r - 1. This result leads to a topological extension of Amenta's Helly-type theorem.",8.0,0.4,0.7224400490417565,0.9992014169692993
"We investigate the effect of tuning the phonon energy on the correlation effects in models of electron-phonon interactions using DMFT. In the regime where itinerant electrons, instantaneous electron-phonon driven correlations and static distortions compete on similar energy scales, we find several interesting results including (1) A crossover from band to Mott behavior in the spectral function, leading to hybrid band/Mott features in the spectral function for phonon frequencies slightly larger than the band width. (2) Since the optical conductivity depends sensitively on the form of the spectral function, we show that such a regime should be observable through the low frequency form of the optical conductivity. (3) The resistivity has a double kondo peak arrangement","We examine how adjusting the phonon energy affects correlation effects in models of electron-phonon interactions using dynamical mean field theory (DMFT). Our investigation reveals various intriguing phenomena when itinerant electrons, instantaneous electron-phonon couplings, and static deformations operate on comparable energy scales. Specifically, we observe a transition from band-like to Mott behavior in the spectral function at moderate phonon frequencies, resulting in unique hybrid band/Mott characteristics. This crossover significantly impacts the optical conductivity, making it potentially detectable via its low-frequency profile. Additionally, our study shows that the resistivity exhibits a distinctive double Kondo peak structure.",8.0,0.2518518518518519,0.7224400490417565,0.9995800256729126
"We study the dynamical process of disentanglement of two qubits and two qutrits coupled to an Ising spin chain in a transverse field, which exhibits a quantum phase transition. We use the concurrence and negativity to quantify entanglement of two qubits and two qutrits, respectively. Explicit connections between the concurrence (negativity) and the decoherence factors are given for two initial states, the pure maximally entangled state and the mixed Werner state. We find that the concurrence and negativity decay exponentially with fourth power of time in the vicinity of critical point of the environmental system.","The dynamics of disentanglement among two qubits and two qutrits interacting with an Ising spin chain in a transverse field is investigated, specifically focusing on the role of quantum phase transitions. Quantifying entanglement for these systems, we utilize concurrency for qubits and negativity for qutrits. For two specific initial states - the pure maximally entangled state and the mixed Werner state - explicit relationships between concurrency and decoherence factors are derived. Our findings indicate that near the critical point of the environment, both concurrency and negativity decrease exponentially with time, at a rate that is squared four times faster than the rate observed far from the critical point.",6.0,0.3211009174311926,0.7224400490417565,0.999565839767456
"We study space-time symmetries in scalar quantum field theory (including interacting theories) on static space-times. We first consider Euclidean quantum field theory on a static Riemannian manifold, and show that the isometry group is generated by one-parameter subgroups which have either self-adjoint or unitary quantizations. We analytically continue the self-adjoint semigroups to one-parameter unitary groups, and thus construct a unitary representation of the isometry group of the associated Lorentzian manifold. The method is illustrated for the example of hyperbolic space, whose Lorentzian continuation is Anti-de Sitter space.","In the realm of scalar quantum field theory, we delve into the study of space-time symmetries, encompassing both non-interacting and interacting models, on static spacetimes. Our initial focus lies with Euclidean quantum field theory on a static Riemannian manifold, where we demonstrate that the isometry group is fueled by one-parameter subgroups that give rise to either self-adjoint or unitary quantizations. By employing an analytical continuation of the self-adjoint semigroups, we successfully transform them into one-parameter unitary groups, thereby establishing a unitary representation of the isometry group linked to the corresponding Lorentzian manifold. To illustrate our approach, we utilize the paradigm of hyperbolic space, whose Lorentzian counterpart takes the form of Anti-de Sitter space.",10.0,0.37735849056603776,0.7224400490417565,0.9996546506881714
"The fractional Aharonov-Bohm oscillation (FABO) of narrow quantum rings with two electrons has been studied and has been explained in an analytical way, the evolution of the period and amplitudes against the magnetic field can be exactly described. Furthermore, the dipole transition of the ground state was found to have essentially two frequencies, their difference appears as an oscillation matching the oscillation of the persistent current exactly. A number of equalities relating the observables and dynamical parameters have been found.","The behavior of narrow quantum rings containing two electrons has been thoroughly examined, specifically regarding the fractional Aharonov-Bohm oscillation (FABO). Researchers have successfully developed an analytical explanation for the phenomenon, providing insight into how the period and amplitude change in response to magnetic fields. Notably, the study revealed that the ground state's dipole transition possesses two distinct frequencies, which are synchronized with the persistent current's oscillations. Additionally, researchers discovered several interesting relationships between observable properties and dynamic parameters.",10.0,0.2621359223300971,0.7224400490417565,0.9990309476852417
"We study fragmentation trees of Gibbs type. In the binary case, we identify the most general Gibbs-type fragmentation tree with Aldous' beta-splitting model, which has an extended parameter range $\\beta>-2$ with respect to the ${\m beta}(\\beta+1,\\beta+1)$ probability distributions on which it is based. In the multifurcating case, we show that Gibbs fragmentation trees are associated with the two-parameter Poisson--Dirichlet models for exchangeable random partitions of $\\mathbb {N}$, with an extended parameter range $0\\le\\alpha\\le1$, $\\theta\\ge-2\\alpha$ and $\\alpha<0$, $\\theta =-m\\alpha$, $m\\in \\mathbb {N}$.","We investigate fragmentation trees of the Gibbs variety, specifically in the binary and multifurcating cases. In the former, we have identified the most general Gibbs-type fragmentation tree, which is connected to Aldous' beta-splitting model and boasts an expanded parameter range of $\beta > -2$. This is noteworthy because the model is founded on the probability distributions $\beta(\beta + 1, \beta + 1)$. Moving on to the latter, we have discovered a connection between Gibbs fragmentation trees and two-parameter Poisson--Dirichlet models for exchangeable random partitions of $\mathbb{N}$. The parameters involved are $0 \leq \alpha \leq 1$, $\theta \geq -2\alpha$, and $\alpha < 0$, $\theta = -m\alpha$, $m \in \mathbb{N}$.",3.0,0.29729729729729726,0.7224400490417565,0.9996169805526733
"We discuss a universality property of any covariant field theory in space-time expanded around pp-wave backgrounds. According to this property the space-time lagrangian density evaluated on a restricted set of field configurations, called universal sector, turns out to be same around all the pp-waves, even off-shell, with same transverse space and same profiles for the background scalars. In this paper we restrict our discussion to tensorial fields only. In the context of bosonic string theory we consider on-shell pp-waves and argue that universality requires the existence of a universal sector of world-sheet operators whose correlation functions are insensitive to the pp-wave nature of the metric and the background gauge flux. Such results can also be reproduced using the world-sheet conformal field theory. We also study such pp-waves in non-polynomial closed string field theory (CSFT). In particular, we argue that for an off-shell pp-wave ansatz with flat transverse space and dilaton independent of transverse coordinates the field redefinition relating the low energy effective field theory and CSFT with all the massive modes integrated out is at most quadratic in fields. Because of this simplification it is expected that the off-shell pp-waves can be identified on the two sides. Furthermore, given the massless pp-wave field configurations, an iterative method for computing the higher massive modes using the CSFT equations of motion has been discussed. All our bosonic string theory analyses can be generalised to the common Neveu-Schwarz sector of superstrings.","The article examines a fundamental characteristic of any generally covariant field theory in spacetime, focusing on its behavior in the presence of plane wave backgrounds. Specifically, the authors show that certain field configurations, referred to as the universal sector,"" have the remarkable property of being identical across all plane waves, regardless of their profile or the specific solution used. This holds true even when considering off-shell configurations, where the field theory is not necessarily describing physical states. Restricting their attention to tensor fields, the authors explore the implications of this universality property in various contexts. Within the framework of bosonic string theory, they demonstrate that it leads to the existence of a set of world-sheet operators whose correlators remain unchanged under changes in the plane wave's nature or background gauge field. By employing world-sheet conformal field theory, similar conclusions can be reached. Moreover, the authors investigate non-polynomial closed string field theory (CSFT) and reveal that, under certain conditions, the field redefinition connecting the low-energy effective field theory and CSFT with all massive modes integrated out is at most quadratic in the fields. This greatly facilitates identifying the off-shell plane wave solutions on both sides. Additionally, the authors outline an iterative approach for calculating higher massive modes by utilizing the CSFT equations of motion, starting from massless plane wave field configurations. It is worth mentioning that all the findings in the realm of bosonic string theory can be extended to the shared Neveu-Schwarz sector of superstrings.",9.0,0.25316455696202533,0.7224400490417565,0.9993416666984558
"We consider the curvature of a family of warped products of two pseduo-Riemannian manifolds $(B,g_B)$ and $(F,g_F)$ furnished with metrics of the form $c^{2}g_B \\oplus w^2 g_F$ and, in particular, of the type $w^{2 \\mu}g_B \\oplus w^2 g_F$, where $c, w \\colon B \\to (0,\\infty)$ are smooth functions and $\\mu$ is a real parameter. We obtain suitable expressions for the Ricci tensor and scalar curvature of such products that allow us to establish results about the existence of Einstein or constant scalar curvature structures in these categories. If $(B,g_B)$ is Riemannian, the latter question involves nonlinear elliptic partial differential equations with concave-convex nonlinearities and singular partial differential equations of the Lichnerowicz-York type among others.","We investigate the curvature properties of a family of warped product manifolds formed by combining two pseudo-Riemannian manifolds, $(B,g_B)$ and $(F,g_F)$, with metrics that take the form $c^2g_B \oplus w^2g_F$. Specifically, we focus on the case where the metric has the form $w^{2\mu}g_B \oplus w^2g_F$, where $c, w: B \to (0,\infty)$ are smooth functions and $\mu$ is a real parameter. By deriving appropriate expressions for the Ricci tensor and scalar curvature, we aim to determine whether these warped products admit Einstein or constant scalar curvature structures. When $(B,g_B)$ is Riemannian, the problem reduces to solving nonlinear elliptic partial differential equations with concave-convex nonlinearities and singular partial differential equations of the Lichnerowicz-York type.",9.0,0.3688524590163934,0.7224400490417565,0.9994337558746338
"The BL Lac object 3C 66A was observed in an extensive multiwavelength monitoring campaign from July 2003 till April 2004. The spectral energy distribution (SED) was measured over the entire electromagnetic spectrum, with flux measurements from radio to X-ray frequencies and upper limits in the very high energy (VHE) gamma-ray regime. Here, we use a time-dependent leptonic jet model to reproduce the SED and optical spectral variability observed during our multiwavelength campaign. Our model simulations could successfully reproduce the observed SED and optical light curves and predict an intrinsic cutoff value for the VHE gamma-ray emission at ~ 4 GeV. The effect of the optical depth due to the intergalactic infrared background radiation (IIBR) on the peak of the high-energy component of 3C 66A was found to be negligible. Also, the presence of a broad line region (BLR) in the case of 3C 66A may play an important role in the emission of gamma-ray photons when the emission region is very close to the central engine, but further out, the production mechanism of hard X-ray and gamma-ray photons becomes rapidly dominated by synchrotron self-Compton emission. We further discuss the possibility of an observable X-ray spectral variability pattern. The simulated results do not predict observable hysteresis patterns in the optical or soft X-ray regimes for major flares on multi-day time scales.","A comprehensive observational campaign spanning several months revealed that the BL Lac object 3C 66A emits energy across the entire electromagnetic spectrum, including radio waves, X-rays, and even very high-energy gamma rays. By using a time-dependent leptonic jet model, researchers were able to accurately replicate the observed variations in the object's brightness and energy output. Their analysis showed that the innate gamma-ray emission cap of 3C 66A lies around 4 GeV, and they discovered that the impact of intergalactic infrared background radiation on the object's high-energy emission is minimal. Additionally, the study suggests that a broad line region within 3C 66A plays a crucial role in producing gamma rays when the emission source is near the center of the black hole; however, at greater distances, other mechanisms take over. Finally, the study explores whether X-ray spectral changes can be detected, although the findings indicate that significant patterns are unlikely to occur in the optical or soft X-ray ranges during large flares lasting multiple days.",5.0,0.21363636363636362,0.7224400490417565,0.9993504285812378
"Partial cubes are isometric subgraphs of hypercubes. Structures on a graph defined by means of semicubes, and Djokovi\\'{c}'s and Winkler's relations play an important role in the theory of partial cubes. These structures are employed in the paper to characterize bipartite graphs and partial cubes of arbitrary dimension. New characterizations are established and new proofs of some known results are given. The operations of Cartesian product and pasting, and expansion and contraction processes are utilized in the paper to construct new partial cubes from old ones. In particular, the isometric and lattice dimensions of finite partial cubes obtained by means of these operations are calculated.","Partial cubes are subgraphs of hypercubes that share the same symmetries and properties as their parent structure. Semicubes, which are formed by combining smaller cubes, are used to define structures on a graph. Two important concepts in the study of partial cubes are Djokovi's and Winkler's relations. Researchers use these ideas to better understand the characteristics of bipartite graphs and partial cubes with varying dimensionality. This knowledge allows for the development of novel approaches to identifying and categorizing such graphs.",5.0,0.1696428571428571,0.7224400490417565,0.9993044137954712
"We use a driven Monte Carlo dynamics in the phase representation to determine the linear resistivity and current-voltage scaling of a two-dimensional Josephson-junction array at an irrational flux quantum per plaquette. The results are consistent with a phase-coherence transition scenario where the critical temperature vanishes. The linear resistivity is nonzero at any finite temperatures but nonlinear behavior sets in at a temperature-dependent crossover current determined by the thermal critical exponent. From a dynamic scaling analysis we determine this critical exponent and the thermally activated behavior of the linear resistivity. The results are in agreement with earlier calculations using the resistively shunted-junction model for the dynamics of the array. The linear resistivity behavior is consistent with some experimental results on arrays of superconducting grains but not on wire networks, which we argue have been obtained in a current regime above the crossover current.","We utilize a driven Monte Carlo dynamics approach in the phase representation to study the linear resistivity and current-voltage scaling of a two-dimensional Josephson-junction array at an irrational flux quantum per plaquette. Our findings support a phase-coherence transition scenario, where the critical temperature tends to zero. The linear resistivity is nonzero at all finite temperatures, but exhibits nonlinear behavior at a temperature-dependent crossover current, as determined by the thermal critical exponent. By performing a dynamic scaling analysis, we extract the critical exponent and the thermally activated behavior of the linear resistivity. Our results align with previous calculations employing the resistively shunted-junction model for the array's dynamics. Notably, the linear resistivity behavior is consistent with experiments on superconducting grain arrays, but disagrees with those on wire networks, which likely operate above the crossover current.",9.0,0.5365853658536586,0.7224400490417565,0.9997588992118835
"Potassium intercalation in graphite is investigated by first-principles theory. The bonding in the potassium-graphite compound is reasonably well accounted for by traditional semilocal density functional theory (DFT) calculations. However, to investigate the intercalate formation energy from pure potassium atoms and graphite requires use of a description of the graphite interlayer binding and thus a consistent account of the nonlocal dispersive interactions. This is included seamlessly with ordinary DFT by a van der Waals density functional (vdW-DF) approach [Phys. Rev. Lett. 92, 246401 (2004)]. The use of the vdW-DF is found to stabilize the graphite crystal, with crystal parameters in fair agreement with experiments. For graphite and potassium-intercalated graphite structural parameters such as binding separation, layer binding energy, formation energy, and bulk modulus are reported. Also the adsorption and sub-surface potassium absorption energies are reported. The vdW-DF description, compared with the traditional semilocal approach, is found to weakly soften the elastic response.","Potassium's ability to insert itself into graphite is looked at using first-principles theory. Traditional semi-local density functional theory (DFT) calculations do a good job of explaining the bonding in the potassium-graphite compound. But to figure out how much energy it takes to make an intercalate from pure potassium atoms and graphite, you need a way to describe the binding between the graphite layers that includes non-local dispersive interactions. A van der Waals density functional (vdW-DF) method does this without any problems and includes these interactions in a natural way along with regular DFT. Using the vdW-DF method makes the graphite crystal more stable, which agrees fairly well with what has been seen in real life. They also say that things like the distance between bindings, the energy it takes to form a layer, and the amount of energy it takes to put potassium under the surface are all affected by the vdW-DF description. Compared to the traditional semilocal approach, the vdW-DF description makes the elastic response less strong.",7.0,0.2222222222222222,0.7224400490417565,0.9991148114204407
"We give a prescription for how to compute the Callias index, using as regulator an exponential function. We find agreement with old results in all odd dimensions. We show that the problem of computing the dimension of the moduli space of self-dual strings can be formulated as an index problem in even-dimensional (loop-)space. We think that the regulator used in this Letter can be applied to this index problem.","In this letter, we provide a formula for calculating the Callias index by utilizing an exponential function as a regulator. Our approach yields consistent results with previous studies in odd dimensions. Moreover, we demonstrate that the issue of determining the dimension of the moduli space of self-dual strings can be reformulated as an index problem in even-dimensional spaces, specifically in loop spaces. Notably, the regulatory method employed in this letter has potential applications in addressing this index problem.",10.0,0.31707317073170727,0.7224400490417565,0.9992169141769409
"Lattice contribution to the electronic self-energy in complex correlated oxides is a fascinating subject that has lately stimulated lively discussions. Expectations of electron-phonon self-energy effects for simpler materials, such as Pd and Al, have resulted in several misconceptions in strongly correlated oxides. Here we analyze a number of arguments claiming that phonons cannot be the origin of certain self-energy effects seen in high-$T_c$ cuprate superconductors via angle resolved photoemission experiments (ARPES), including the temperature dependence, doping dependence of the renormalization effects, the inter-band scattering in the bilayer systems, and impurity substitution. We show that in light of experimental evidences and detailed simulations, these arguments are not well founded.","The topic of lattice contributions to electronic self-energy in complex correlated oxides has recently sparked significant interest and debate. However, some misunderstandings have arisen due to assumptions made about electron-phonon self-energy effects in simpler materials like Pd and Al. In this analysis, we examine various claims that phonons cannot account for certain self-energy effects observed in high-temperature cuprate superconductors through angle-resolved photoemission experiments (ARPES). Specifically, we address the temperature dependence, doping dependence of renormalization effects, inter-band scattering in bilayer systems, and impurity substitution. Our examination reveals that these arguments are unfounded when considering experimental evidence and thorough simulations.",5.0,0.3307086614173228,0.7224400490417565,0.9997456669807434
